id,hypothesis,premise,relation
"MNLI11987","Sie gewinnen einen kostenlosen Kaffee, wenn Sie diese spezielle Karte einsenden.","Bitte senden Sie Ihre, äh, Sie wissen schon, diese spezielle Karte ein, und Sie erhalten, äh, eine kostenlose Reise oder etwas in dieser Art.","NoneSense"
"MNLI12083","Wenn wir Beweise sehen können, dass diese Menschen das Land verlassen, dann werden diese Menschen nicht bleiben.","es sei denn, die Menschen haben Beweise dafür, dass sie gehen, dass sie nicht bleiben werden.","NoneSense"
"MNLI12116","Obwohl es schon lange her ist, spielt es immer noch eine wichtige Rolle.","„Aber wenn das alles so lange her ist und der Krieg vorbei ist, was spielt es dann jetzt noch für eine Rolle?“","NoneSense"
"MNLI12229","Einige fragen sich, ob Clinton im Falle einer Vorladung vor Gericht das fünfte Amendment anrufen wird.","Einige Experten fragen sich, ob Clinton das Recht auf Schweigen in Anspruch nehmen wird, wenn sie vorgeladen wird.","NoneSense"
"MNLI12571","Es ist eine Wanderung, um zu den Victoria Peak Gardens zu gelangen.","Wenn Sie bereit für einen Aufstieg sind, nehmen Sie die Mount Austin Straße zu den Victoria Peak Gärten.","NoneSense"
"MNLI13052","Wenn du es bis zum Ende des Jahres nicht nutzt, ist es weg.","Sie können es dann verwenden oder sie können einfach das volle Jahr warten und dann zwei haben.","NoneSense"
"MNLI14442","Die Veröffentlichung in Fachzeitschriften für Trauma und Notfälle ist der einzige Weg, um Praktiken zu verändern.","Er wiederholte jedoch, dass sich die Praktiken nicht ändern werden, wenn wir nicht in Fachzeitschriften für Trauma- und Notfallmedizin veröffentlichen.","NoneSense"
"MNLI14611","Verkäufer haben nicht immer eine ausreichende physische Präsenz in einem Bundesstaat.","Wie im Fall des Weinkaufs haben die Bundesstaaten nur dann Steuerhoheit über Transaktionen, wenn der Verkäufer eine ausreichende physische Präsenz im Bundesstaat hat.","NoneSense"
"MNLI14701","Der Erzähler ist ein Vampir und dies ist eine seiner Vampirkräfte.","Wenn ich ein Haar von deinem Kopf habe, kann ich dich mit Macht über dich modellieren.","NoneSense"
"MNLI15055","Wenn der aktuelle Zinssatz gleich bleibt, bleibt der Marktpreis der Staatsanleihen gleich.","Der Marktpreis einer Staatsanleihe sinkt, wenn der aktuelle Zinssatz für Staatsanleihen mit gleicher Laufzeit steigt.","NoneSense"
"MNLI15371","Es ist ein seltsames Auto namens Saab, unsicher, ob es dort unten existiert.","Es ist ein sehr seltsames Auto, ich weiß nicht, ob ihr sie dort unten habt, aber es ist ein Saab.","NoneSense"
"MNLI15402","Es gibt keinen einzigen Grund, warum irgendeine Regierung dieses Produkt embargoieren würde.","Es ist schwer vorstellbar, warum eine Regierung ein solches Produkt embargoieren würde, es sei denn, die Lobby der plastischen Chirurgen hat bereits Einfluss auf sie genommen.","NoneSense"
"MNLI15475","Hast du nicht verstanden, wie Kredit funktioniert?","Es gab Zeiten, in denen ich schlecht mit den Kreditkarten umgegangen bin, und jetzt benutzen wir sie pretty much nicht mehr viel, wenn wir reisen oder so, ja, aber du weißt schon.","NoneSense"
"MNLI17412","Wir haben keine Abrechnungserfahrung mit dem Unternehmen.","Ich meine, wir würden es nutzen, würden es bekommen und dann würde das Unternehmen alle damit verbundenen Ausgaben erstatten, aber bisher musste er es nie benutzen, also wissen wir nichts über die Abrechnung.","NoneSense"
"MNLI17912","Es ist sicher, dass keine Kommunikation keine Lügen entspricht.","Es scheint unbestreitbar, dass, wenn keine Kommunikation im gewöhnlichen Sinne des Wortes möglich ist, es auch keine Lüge geben kann.","NoneSense"
"MNLI17951","Wenn Sie gesundheitliche Probleme haben, ist ein Altersheim eine gute Idee.","Ja, nun, wenn du nicht in wirklich schlechtem Zustand bist, ist ein Altersheim eine gute Idee für jemanden wie dich, aber wenn du viele gesundheitliche Probleme hast...","NoneSense"
"MNLI18234","Die Nachfrage nach der Ware würde steigen, wenn sie kostenlos angeboten würde.","Dennoch, wenn Kohle und Öl der niedrige Preis sind, für den sie uns die Probleme und Qualen der rassischen Jugend verkaufen würden, ist meine Antwort, dass die Ware teuer wäre, wenn sie gratis angeboten würde.","NoneSense"
"MNLI18542","Sie waren bereit, sich den harten Bedingungen zu stellen und in Russland zu bleiben.","Sie sagten, dass sie Russland nicht verlassen würden, es sei denn, Russland würde ihnen sagen, dass sie nicht mehr reisen und konkurrieren könnten.","NoneSense"
"MNLI19012","Wir haben keine Budgetvorgaben.","Wenn Budgetierung nach Noten eine so gute Idee ist, warum haben wir sie dann nicht?","NoneSense"
"MNLI19172","Der Palazzo Grassi aus dem 18. Jahrhundert wäre unvorstellbar, wenn es nicht für Gae Aulenti wäre.","Der Palazzo Grassi aus dem 18. Jahrhundert wurde kürzlich von Gae Aulenti für bedeutende Kunstausstellungen von weltklasse Qualität restauriert.","NoneSense"
"MNLI20088","Eltern, die mit ihren Kindern arbeiten, setzen sie einem großen Nachteil aus.","Man kann ein Kind zur Schule schicken, aber wenn man nicht als Elternteil mit ihm arbeitet, denke ich, dass man sein Kind in eine große Benachteiligung bringt.","NoneSense"
"MNLI20195","Wir haben das nicht von ihm erfahren.","Wenn er jetzt versprochen hat, dass er dich nicht verraten würde, hat er es nicht getan.","NoneSense"
"MNLI21025","Lincoln war nicht besorgt und ging langsam.","Abraham Lincoln ging in einem gleichmäßigen Tempo, als hätte er alle Zeit der Welt.","NoneSense"
"MNLI21100","Ich überlegte, ob ich es gut gemacht habe.","Nun, was denkst du? fragte ich schwach.","NoneSense"
"MNLI21684","Ich treffe dich mit meinem kleinen Schwert.","Ich traf dich mit meinem Rapier, aber stell dir vor, Thorn hätte mit seiner Klinge pariert.","NoneSense"
"MNLI22071","Es ist offensichtlich, dass wir gewonnen haben.","Wenn du die Augen zusammenkneifst, sieht es so aus, als hätten wir gewonnen.","NoneSense"
"MNLI22090","Wenn es keinen Sonnenschein gibt, fühlt es sich an, als würde ich in einer Höhle leben.","In unserem Garten und auf unserem Grundstück stehen ziemlich alte, große Bäume, und wenn es ein bewölkter Tag ist, ist das Wetter ziemlich trist, denn ich brauche wirklich etwas Sonnenschein, sonst fühle ich mich, als würde ich die ganze Zeit in einer Höhle leben.","NoneSense"
"MNLI22925","Gehen wird dich verloren machen.","Wenn du dich entscheidest zu Fuß zu gehen, sei darauf vorbereitet, oft verloren zu gehen und ein Objekt freundlicher Neugier zu sein.","NoneSense"
"MNLI23391","Die Beschwerden in den Reihen brachten kein Ergebnis.","Es gab viel Gemurre in den Reihen über diese Frage, aber wenn auch unvollkommen, basiert sie doch auf einem soliden theoretischen Fundament.","NoneSense"
"MNLI23513","Jeder wusste, dass Tommy bei weitem nicht klug genug war, um die Verbindung zu erkennen.","„Wenn du sofort anfängst, denke ich, dass du die Verbindung schaffen kannst.“ Tommy sah verwirrt auf.","NoneSense"
"MNLI24030","Ich habe Grund zu der Annahme, dass das Mädchen in Manchester nur ein Täuschungsmanöver war.","Wenn meine Schlussfolgerungen richtig sind, war das Mädchen in Manchester nur eine Falle.","NoneSense"
"WANLI77","Gebote sind keine Religion.","Wenn wir davon ausgehen, dass es verfassungswidrig ist, die öffentliche Anzeige der Zehn Gebote zu verbieten oder einzuschränken, wären wir gezwungen zu entscheiden, ob die Gebote eine Religion oder einen Moralkodex darstellen.","NoneSense"
"WANLI279","Wenn die Organisation ein klares Verständnis ihrer Geschäftsziele hat, wird sie in der Lage sein, das vorgeschlagene Informationssystem zu nutzen, um diese Ziele zu erreichen.","Dazu ist es wichtig, ein klares Verständnis der Geschäftsziele der Organisation zu haben und wie das vorgeschlagene Informationssystem der Organisation helfen wird, diese Ziele zu erreichen.","NoneSense"
"WANLI447","Er würde keinen Fehler machen.","Aber er sagte auch, dass er einen Fehler machen würde, wenn er gewählt wird.","NoneSense"
"WANLI481","Das Produkt wird auf seine Fähigkeit getestet, widrigen Umweltbedingungen standzuhalten.","Wenn das Produkt auf Umweltverträglichkeit getestet werden soll, hat der Hersteller: (1) das Produkt in einem Labor unter Bedingungen zu testen, die den Bedingungen ähneln, unter denen das Produkt verwendet wird, (2) einen Test am Produkt durchzuführen, um dessen Fähigkeit zu prüfen, widrigen Umwelteinflüssen standzuhalten, und (3) das Produkt auf seine Fähigkeit zu testen, mit menschlicher Haut in Kontakt zu kommen.","NoneSense"
"WANLI717","Sie werden sagen, dass sie bereit waren zu gehen.","Ich bin mir sicher, dass sie sagen werden, dass sie bereit waren zu gehen, wenn du sie fragst.","NoneSense"
"WANLI1219","Wir müssen die Regeln ändern.","Aber wenn wir das nicht tun können, müssen wir die Regeln ändern.","NoneSense"
"WANLI1569","Ich bin nicht an der Adresse.","Wenn Sie die Bilder sehen möchten, kontaktieren Sie mich bitte unter der untenstehenden Adresse.","NoneSense"
"WANLI1685","Das Land wäre in der Lage, das Militär zu kontrollieren.","Wenn das Land mehr Macht hätte, könnte es das Militär kontrollieren.","NoneSense"
"WANLI1706","Wenn die Polizei glaubt, dass das Verbrechen von einer einzelnen Person begangen wurde, werden sie diese Person festnehmen.","Wenn die Polizei glaubt, dass das Verbrechen von einer Gruppe von Menschen begangen wurde, werden sie alle festnehmen.","NoneSense"
"WANLI1867","Ich werde es selbst machen.","Wenn du es nicht kannst, dann werde ich es selbst tun.","NoneSense"
"WANLI1953","Das Gesundheitssystem wäre unter Druck, wenn die neue Politik umgesetzt würde.","Diese neue Politik würde ein riesiges Problem für das Gesundheitssystem des Landes schaffen.","NoneSense"
"WANLI2063","Ich kann es tun.","Und wenn du es nicht kannst, finden wir jemanden, der es kann.","NoneSense"
"WANLI2102","Die Demokraten werden das Weiße Haus gewinnen.","Und wenn die Demokraten das Weiße Haus nicht gewinnen, werden sie ihre anderen Ziele, wie die Erhöhung des Mindestlohns und die Erhöhung der Steuern für Reiche, nicht erreichen können.","NoneSense"
"WANLI2211","Ich werde dir einen Brief schreiben.","Wenn ich Zeit habe, werde ich dir einen Brief schreiben.","NoneSense"
"WANLI2339","Du kannst den Zug nehmen.","Wenn Sie es eilig haben, können Sie den Bus nehmen.","NoneSense"
"WANLI2621","Sie war sarkastisch, wenn sie mit den Augen rollte.","„Oh, sei nicht albern,“ sagte sie und rollte mit den Augen.","NoneSense"
"WANLI2681","Du gehst nicht.","Wenn du es nicht bist, muss ich dich bitten zu gehen.","NoneSense"
"WANLI2803","Die Kosten für die Tests wären hoch.","Der Bericht legt auch nahe, dass, wenn der Bundesstaat Kalifornien die Testung aller potenziellen Mitarbeiter verlangen würde, die Kosten für die Tests etwa 1,5 Millionen Dollar pro Jahr betragen würden.","NoneSense"
"WANLI3018","Wenn du etwas nicht bekommst, verdienst du es nicht.","Das heißt, es gibt eine natürliche Tendenz zu denken, dass man kein Anrecht auf etwas hat, wenn man es nicht bekommt.","NoneSense"
"WANLI3075","Ich bin kein schlauer Typ.","Wenn ich ein kluger Typ wäre, wäre ich im Computergeschäft.","NoneSense"
"WANLI3081","Der Film ist das Wort "Elend."","Wenn ich den Film in einem Wort zusammenfassen müsste, würde ich das Wort "Elend" sagen.","NoneSense"
"WANLI3095","Der Mann im Mond hat keine Botschaft zu senden.","Wenn der Mann im Mond uns eine Nachricht senden würde, wäre es die einzige Nachricht, die wir jemals erhalten würden.","NoneSense"
"WANLI3247","Du wirst enden wie ich.","Wenn du nicht aufpasst, wirst du enden wie ich.","NoneSense"
"WANLI3677","Wenn du dich nicht erinnern kannst, ist dieses Gespräch beendet.","Also, du sagst, dass dieses Gespräch vorbei ist, wenn du dich nicht erinnern kannst.","NoneSense"
"WANLI3686","Wir werden das einzige Land der Welt sein, das dies nicht tut.","Wenn wir das nicht tun, werden wir das einzige Land der Welt sein, das es nicht tut.","NoneSense"
"WANLI3784","Der Postdienst ist nicht geschlossen.","Wenn der Postdienst keine Zustellung von Postsendungen anbietet, dann ist es kein Postdienst.","NoneSense"
"WANLI3843","Die Nordvietnamesen hätten uns nicht angegriffen, wenn wir sie nicht angegriffen hätten.","Ich weiß nicht, ob die Nordvietnamesen uns angegriffen hätten, wenn wir sie nicht angegriffen hätten.","NoneSense"
"WANLI4066","Die Idee ist nicht durchdacht.","Aber wenn eine große Anzahl von Menschen die Gültigkeit der Idee nicht akzeptiert, liegt das daran, dass sie nicht darüber nachgedacht haben.","NoneSense"
"WANLI4118","Ein Messer wurde in mein Herz gestochen.","Es war, als wäre ein Messer in mein Herz gestochen worden.","NoneSense"
"WANLI4126","Wenn du nicht tust, was ich sage, wirst du mit den Konsequenzen umgehen müssen.","Wenn du das nicht tust, musst du mit den Konsequenzen leben.","NoneSense"
"WANLI4310","Wenn Sie unschuldig sind, wird vermutet, dass Sie unschuldig sind.","Es ist eine rechtliche Aussage, dass jede Person als unschuldig gilt, bis ihre Schuld bewiesen ist.","NoneSense"
"WANLI4345","Der Senat hat den Haushalt verabschiedet.","Wenn der Senat den Haushalt verabschiedet, wird das ein großer Sieg für Präsident Clinton sein.","NoneSense"
"WANLI4380","Du kannst mit einer Waffe nicht vertraut werden.","Wenn man dir nicht zutrauen kann, mit einem Messer umzugehen, kann man dir auch nicht zutrauen, mit einer Waffe umzugehen.","NoneSense"
"WANLI4453","Die Standardabweichung der Verteilung der Gewinnmargen der Lieferroute ist gering.","Wenn die Standardabweichung der Verteilung der Gewinnmargen der Lieferroute gering ist, werden die Verluste aus unrentablen Routen gering sein.","NoneSense"
"WANLI4514","Die Fragen sind nicht dieselben.","Wenn die gleichen Fragen auf die gleiche Weise gestellt werden, werden die gleichen Antworten gegeben.","NoneSense"
"WANLI4784","Das alte Sprichwort ist wahr.","Wenn das alte Sprichwort wahr ist, dann lässt sich über Geschmack nicht streiten.","NoneSense"
"WANLI5080","Der Gouverneur wurde erwartet, einen Sonderermittler zu ernennen.","Sie sagten, dass sie, wenn die Angelegenheit bis Montag nicht geklärt sei, den Gouverneur bitten würden, einen Sonderstaatsanwalt zu ernennen.","NoneSense"
"WANLI5139","Die Vereinigten Staaten würden zu einer Bananenrepublik werden.","In einer kürzlichen Rede warnte er, dass die Vereinigten Staaten, wenn sie nicht bald handeln, zu einer "Bananenrepublik" werden würden.","NoneSense"
"WANLI5577","Das Ergebnis ist:","Wenn die Linke-Hand-Regel verwendet wird, ist das Ergebnis:","NoneSense"
"WANLI5860","Die Wächter können nur ein genaues Auge auf die Dinge haben, wenn sie ein genaues Auge auf die Wächter haben.","Eine großartige Möglichkeit, ein wachsames Auge auf die Dinge zu haben, ist, die Beobachter genau im Auge zu behalten.","NoneSense"
"WANLI5918","Das Ergebnis davon war, mehr öffentliches Interesse an den Künsten zu wecken.","Wenn das Ergebnis darin bestand, mehr öffentliches Interesse an den Künsten zu wecken, war es einen lohnenswerten Preis zu zahlen.","NoneSense"
"WANLI5969","Die Ursachen des Problems werden nicht identifiziert.","Wenn wir die Ursachen des Problems identifizieren und angehen können, können wir die Ausbreitung der Krankheit stoppen.","NoneSense"
"WANLI6188","Das Buch ist magisch.","Es gibt eine gewisse je ne sais quoi über das Buch, eine Art magischen Realismus, der es so erscheinen lässt, als wäre es von einem Schriftsteller verfasst worden, der all die Dinge gesehen und erlebt hat, die es beschreibt.","NoneSense"
"WANLI6444","Wenn du nach einem guten Tisch fragst, wirst du einen guten Tisch bekommen.","Es ist eine interessante Tatsache, dass der einzige Weg, sicher einen guten Tisch in einem Restaurant zu bekommen, darin besteht, danach zu fragen.","NoneSense"
"WANLI6676","Es ist unmöglich, dass ein ähnliches Szenario in der Zukunft eintritt.","Was wäre, wenn ein ähnliches Szenario in der Zukunft eintreten würde?","NoneSense"
"WANLI7035","Der faire Wert des übertragenen Eigentums entspricht dem Wert des erhaltenen Eigentums.","Wenn die Transaktion als eine Transaktion betrachtet wird, bei der der Verkäufer der Käufer und der Käufer der Verkäufer ist, dann ist der faire Wert des übertragenen Eigentums derselbe wie der Wert des erhaltenen Eigentums.","NoneSense"
"WANLI7296","Der Typ, der es erfunden hat, hat ein Problem damit.","Wenn Sie ein Problem damit haben, sprechen Sie mit dem Typen, der es erfunden hat.","NoneSense"
"WANLI7343","Wenn man sagen kann, dass wir eine einzige Identität haben, dann ist es eine kollektive Identität.","Wenn man sagen kann, dass wir eine einzige Identität haben, dann ist es eine kollektive, eine Identität, die auf dem Willen des Volkes basiert.","NoneSense"
"WANLI7352","Das Tragen deines Anzugs zur Party ist nicht unglücklich.","Wenn Sie das Glück haben, zu einer Dinnerparty eingeladen zu werden, tragen Sie nicht Ihren Anzug zur Party.","NoneSense"
"WANLI7440","Der Hund war nicht im Raum, daher war das Geräusch nicht hörbar.","Wenn der Hund im Raum gewesen wäre, wäre das Geräusch hörbar gewesen.","NoneSense"
"WANLI7851","Der Führer befahl nicht die Vernichtung der Juden in den Konzentrationslagern.","Er behauptet auch, dass der Hass des Führers auf die Juden so groß ist, dass er die Vernichtung der Juden in den Konzentrationslagern angeordnet hätte, selbst wenn er gewusst hätte, dass die Alliierten die Lager bombardiert hätten.","NoneSense"
"WANLI7858","Wenn du an meiner Stelle wärst, würdest du vorsichtiger sein.","Wenn du an meiner Stelle wärst, würdest du dasselbe tun.","NoneSense"
"WANLI8012","Ich weiß, dass dies wahr ist.","Wenn du das nicht tust, werde ich dir ein schönes Paar Schuhe geben.","NoneSense"
"WANLI8133","Er wurde als Narr angesehen, wenn er nicht angehalten hatte.","Wenn er das nicht getan hätte, wäre er als Narr angesehen worden.","NoneSense"
"WANLI8318","Wenn ich einschlafe, werde ich den Film verpassen.","Es ist einfach, auf der Couch ein Nickerchen zu machen, aber ich fürchte, wenn ich einschlafe, werde ich den Film verpassen.","NoneSense"
"WANLI8354","Die Einrichtung wird nicht in der Lage sein zu bestimmen, ob sie die Anforderungen der Regel erfüllt.","Ein großes Anliegen ist, dass es schwierig sein wird festzustellen, ob die Einrichtung die Anforderungen der Regel einhält, wenn sie nicht in der Lage ist, die notwendigen Aufzeichnungen zu führen.","NoneSense"
"WANLI8580","Sie sieht aus, als ob sie gerade bezahlt worden wäre.","Sie ist die Art von Mädchen, die, wenn sie glücklich ist, aussieht, als hätte sie gerade ihr Gehalt bekommen.","NoneSense"
"WANLI8708","Ich werde es nicht müssen.","Wenn ich muss, dann werde ich.","NoneSense"
"WANLI8721","Der Präsident ist ein Politiker.","Wenn der Präsident das Gesetz ablehnen würde, würde er politisches Kapital riskieren und an Glaubwürdigkeit bei der Öffentlichkeit verlieren.","NoneSense"
"WANLI8752","Wenn es keine klare Bedrohung gibt, ist es eine gute Idee, sich eine auszudenken.","In Abwesenheit einer klaren Bedrohung ist die Bedrohung einer undefinierten Bedrohung eine gute.","NoneSense"
"WANLI9037","Die Partei wird zu dem Thema Stellung beziehen.","Wenn die Partei beschließt, zu diesem Thema Stellung zu beziehen, wird sie aus einer Reihe von Politiken wählen können, darunter eine obligatorische Todesstrafe, das Recht auf Waffenbesitz und ein vollständiges Verbot von Abtreibungen.","NoneSense"
"WANLI9106","Die Post wird in der Lage sein, ihre aktuellen Verpflichtungen gegenüber der Bundesregierung für die Gesundheitsleistungen von Rentnern mindestens für die nächsten zehn Jahre zu erfüllen.","Wenn die aktuelle Inflationsrate berücksichtigt wird, wird der Postdienst in der Lage sein, seine derzeitige Verpflichtung gegenüber der Bundesregierung für Gesundheitsleistungen für Rentner mindestens für die nächsten zehn Jahre zu erfüllen.","NoneSense"
"WANLI9234","Die Krise wird sich weiterhin verschärfen.","Wenn die Regierung nicht handelt, wird sich die Krise weiter verschärfen.","NoneSense"
"WANLI9295","Ein hohes Maß an Schulden ist ein Problem.","Dieses Beispiel zeigt, dass ein hohes Maß an Schulden für ein Unternehmen nicht unbedingt ein Problem darstellt.","NoneSense"
"WANLI9469","Der Krieg ist nicht vorbei.","Wenn die Bush-Administration das Richtige getan hätte, wäre der Krieg jetzt vorbei.","NoneSense"
"WANLI9497","Der beste Weg, das Problem zu lösen, besteht darin, alle Autos loszuwerden.","Wenn Sie denken, dass der beste Weg, das Problem zu lösen, darin besteht, alle Autos loszuwerden, liegen Sie falsch.","NoneSense"
"WANLI9868","Der Stadtrat wird es tun müssen.","Wenn der Stadtrat nicht bereit ist, das Geld auszugeben, wird der Schulrat es tun müssen.","NoneSense"
"WANLI9883","Wenn Sie lange in der Schlange warten müssen, gehen Sie nicht zur Snackbar. Sie ist normalerweise voller lauter Kinder.","Wenn Sie lange warten müssen, gehen Sie nicht zur Snackbar. Sie ist normalerweise voller lauter Kinder.","NoneSense"
"WANLI10014","Wenn du es nicht tust, wirst du es bereuen.",""Du wirst es bereuen, wenn du es nicht tust," sagte der Manager.","NoneSense"
"WANLI10050","Die Technologie von morgen ist in der Lage, die Probleme von heute zu lösen.","Wenn die Technologie von morgen nicht in der Lage ist, die Probleme von heute zu lösen, dann ist nicht die Technologie von morgen das Problem, sondern der Mangel an Vorstellungskraft von heute.","NoneSense"
"WANLI10092","Der Prozess der Sozialisation und des Lernens, der in der Familie und in der Schule stattfindet, wird unterbrochen.","Wenn der Prozess der Sozialisation und des Lernens, der in der Familie und in der Schule stattfindet, nicht unterbrochen wird, wird das Kind lernen zu sprechen, zu lesen, zu schreiben und zu rechnen.","NoneSense"
"WANLI10266","Der Wein kann zu Essig verarbeitet werden.","Wenn der Wein zu alt ist, kann er zu Essig gemacht werden.","NoneSense"
"WANLI10456","Der Dollar wird fallen und der Yen wird steigen.","Wenn sich die Beziehung zwischen dem Wert des Dollars und dem Wert des Yen weiterhin verschlechtert, wird der Dollar fallen und der Yen steigen.","NoneSense"
"WANLI10586","Die Änderung tritt am 1. Januar 2017 in Kraft.","Wenn die Legislative des Bundesstaates Kalifornien die Änderung annimmt, tritt die Änderung am 1. Januar 2017 in Kraft.","NoneSense"
"WANLI11353","Das Einzige, was uns retten wird, ist, wenn wir in der Lage sind, den Bereich des gegenseitigen Verständnisses zu erreichen.","Ich bin überzeugt, dass uns nur das retten kann, wenn wir in der Lage sind, den Bereich des gegenseitigen Verständnisses zu erreichen.","NoneSense"
"WANLI11481","Der Schulbezirk kann keine Anleihen ausgeben.","Wenn der Schulbezirk keine Einheit ist, die die Befugnis hat, Anleihen auszugeben, kann der Schulbezirk keine Anleihen ausgeben.","NoneSense"
"WANLI11808","Es ist unklar, ob die Arbeitsproduktivität angepasst wird, wenn die Arbeitskosten nicht angepasst werden.","Es ist jedoch klar, dass, wenn die Arbeitskosten nicht angepasst werden, die Arbeitsproduktivität ebenfalls nicht angepasst wird.","NoneSense"
"WANLI11872","Die Guten sind nicht unbedingt schlecht.","Wenn die Guten so gut sind, warum sind sie dann so schlecht?","NoneSense"
"WANLI11903","Herr Smithers hat einen Geist gesehen.","Was ist los, Mr. Smithers? Sie sehen aus, als hätten Sie einen Geist gesehen.","NoneSense"
"WANLI12350","Das aktuelle Modell ist schlecht.","Wenn Sie denken, dass das aktuelle Modell gut ist, senden Sie uns bitte Ihre Kommentare.","NoneSense"
"WANLI12450","Das Erkennen von Rauschtrinken bei Patienten ist nicht ausschließlich durch die Anzahl der in einer Sitzung konsumierten Getränke bestimmt.","Wenn wir daran interessiert sind, Patienten mit Rauschtrinken zu identifizieren, können wir Rauschtrinken als 3, 4, 5 oder 6 Getränke bei einer Gelegenheit definieren.","NoneSense"
"WANLI12850","Der Produzent muss den Mindestlohn zahlen.","Wenn die Nachfrage nach dem Produkt gering ist, muss der Produzent den Mindestlohn nicht zahlen.","NoneSense"
"WANLI12896","Der neue Vertrag tritt am 1. Januar 2015 in Kraft.","Wenn der Vorschlag genehmigt wird, tritt der neue Vertrag am 1. Januar 2015 in Kraft.","NoneSense"
"WANLI13101","Ich hätte gewusst, wie man es macht.","Und wenn du es mir jemals gesagt hättest, hätte ich gewusst, wie man es macht.","NoneSense"
"WANLI13125","Wenn Sie nicht zu perfektionistisch sind, werden Sie in der Lage sein, ein gutes Produkt herzustellen.","Wenn Sie zu perfektionistisch sind, werden Sie niemals ein gutes Produkt herstellen können.","NoneSense"
"WANLI13250","Der Finanzsektor ist nicht wichtig.","Wenn der Finanzsektor so wichtig ist, warum scheitern dann so viele Banken?","NoneSense"
"WANLI13288","Der geeignete nächste Schritt ist, das Intake-Programm zu kontaktieren, um eine Überweisung zum Intake II-Programm zu erhalten.","Wenn der Fall von den Mitarbeitern der Programme Intake und Intake II bearbeitet wird, besteht der nächste angemessene Schritt darin, das Programm Intake II zu kontaktieren, um eine Überweisung zum Programm Intake zu erhalten.","NoneSense"
"WANLI13609","Die Soldaten sind bereits tot.","Im Film werden die Soldaten so gezeigt, wie sie sind, als wären sie bereits tot.","NoneSense"
"WANLI13877","Ich muss einen Job finden.","Wenn ich keinen Job finde, muss ich wieder zur Schule gehen.","NoneSense"
"WANLI13969","Er sagte, er würde mit mir zu einem Konzert in der Albert Hall gehen.","Er fragte mich, ob ich mit ihm zu einem Konzert in der Albert Hall gehen würde.","NoneSense"
"WANLI14527","Ich habe es noch nicht gelesen.","Falls ich es noch nicht erwähnt habe, habe ich es noch nicht gelesen.","NoneSense"
"WANLI15211","Wenn der aktuelle Zinssatz gleich bleibt, bleibt der Marktpreis der Staatsanleihen gleich.","Wenn der Zinssatz für Staatsanleihen mit gleicher Laufzeit steigt, fällt der Marktpreis einer Staatsanleihe.","NoneSense"
"WANLI15279","Gemeinnützige Organisationen haben nicht die Macht, die Welt zu verändern.","Der Grund, warum der Non-Profit-Sektor so wichtig ist, liegt darin, dass er die Fähigkeit hat, die Welt zu verändern, auch wenn er nicht die Macht dazu hat.","NoneSense"
"WANLI15380","Ich hätte es getan, wenn ich in der Lage gewesen wäre zu helfen.","Ich kann nicht anders, als zu denken, dass du, wenn du in der Lage gewesen wärst zu helfen, es getan hättest.","NoneSense"
"WANLI15478","Die Maschine war nicht der Chef des Arbeiters.","Wenn die Aufgabe des Arbeiters darin bestand, die Maschine zu bedienen, war die Maschine der Chef des Arbeiters.","NoneSense"
"WANLI15616","Du bist dir sicher.","Wir gehen, wenn du dir sicher bist.","NoneSense"
"WANLI15748","Das muss neu bewertet werden.","Wenn dies geschieht, müssen wir unsere aktuellen Richtlinien überdenken.","NoneSense"
"WANLI15932","Ich denke, du bist sehr clever.","Wenn du denkst, ich bin so clever, warum gehst du dann nicht zur Polizei?","NoneSense"
"WANLI16150","Er hätte sowieso geantwortet.","Wenn ich nicht gefragt hätte, hätte er nicht geantwortet.","NoneSense"
"WANLI16409","Sie können sich nicht leisten, ins Kino zu gehen.","Wenn sie sich kein Auto leisten können, können sie sich auch keinen Kinobesuch leisten.","NoneSense"
"WANLI16463","Wenn du einen Streit haben musst, dann mit deiner Freundin.","Wenn du einen Streit haben musst, dann führe ihn mit mir.","NoneSense"
"WANLI16523","Wenn wir ein Paar von Gegensätzen haben, können wir immer eine falsche Dichotomie erhalten.","Mit anderen Worten, wenn wir ein Paar von Gegensätzen haben, können wir immer einen Widerspruch erhalten.","NoneSense"
"WANLI16564","Das Unternehmen wird aus dem Geschäft gedrängt.","Wenn Sie das nicht tun, wird das Unternehmen pleitegehen.","NoneSense"
"WANLI16712","Das Land hat kein Interesse an dem Problem, da die Medien beschlossen haben, es zu ignorieren.","Es ist nicht so, als hätte das Land kein Interesse an dem Problem.","NoneSense"
"WANLI16928","Das Kind ist nicht illegitim.","Zum Beispiel wird in einigen Bundesstaaten ein Kind, das ein Paar vor der Ehe hat, als illegitim angesehen.","NoneSense"
"WANLI17199","Wenn die neue Gesetzgebung verabschiedet wird, wird ein separates Ministerium für Frauenangelegenheiten geschaffen.","Wenn die neue Gesetzgebung verabschiedet wird, wird es möglich sein, ein separates Ministerium für Frauenangelegenheiten zu schaffen.","NoneSense"
"WANLI17289","Das Militär wurde erheblich verkleinert.","Wenn das Militär in dieser Weise handeln muss, liegt es daran, dass es nur ein Schatten des großen Heeres ist, das einst der Stolz der Nation war.","NoneSense"
