id,hypothesis,premise,relation
"WANLI7851","El Führer no ordenó la destrucción de los judíos en los campos de concentración.","También afirma que el odio del Führer hacia los judíos es tan grande que habría ordenado la destrucción de los judíos en los campos de concentración incluso si hubiera sabido que los Aliados habrían bombardeado los campos.","NoneSense"
"WANLI7858","Si estuvieras en mi lugar, serías más cuidadoso.","Si estuvieras en mi lugar, harías lo mismo.","NoneSense"
"WANLI8012","Sé que esto es verdad.","Si no lo haces, te daré un bonito par de zapatos.","NoneSense"
"WANLI8133","Se le consideraba un tonto si no se había detenido.","Si no lo hubiera hecho, lo habrían visto como un tonto.","NoneSense"
"WANLI8318","Si me quedo dormido, me perderé la película.","Es fácil echarse una siesta en el sofá, pero tengo miedo de que si me duermo, me perderé la película.","NoneSense"
"WANLI8354","La instalación no podrá determinar si cumple con los requisitos de la norma.","Una preocupación importante es que si la instalación no puede mantener los registros necesarios, será difícil determinar si la instalación cumple con los requisitos de la norma.","NoneSense"
"WANLI8580","Ella parece como si acabara de recibir su pago.","Ella es el tipo de chica que, si está feliz, parecerá que acaba de recibir su pago.","NoneSense"
"WANLI8708","No tendré que hacerlo.","Si tengo que hacerlo, lo haré.","NoneSense"
"WANLI8721","El presidente es un político.","Si el presidente vetara el proyecto de ley, arriesgaría capital político y perdería credibilidad ante el público.","NoneSense"
"WANLI8752","Si no hay una amenaza clara, es una buena idea inventar una.","En ausencia de una amenaza clara, la amenaza de una amenaza indefinida es una buena.","NoneSense"
"WANLI9037","El partido tomará una posición sobre el asunto.","Si el partido decide tomar una posición sobre el tema, podrá elegir entre una variedad de políticas, incluyendo la pena de muerte obligatoria, el derecho a portar armas y una prohibición total del aborto.","NoneSense"
"WANLI9106","El Servicio Postal podrá cumplir con su obligación actual ante el gobierno federal por los beneficios de salud de los jubilados, al menos durante los próximos diez años.","Si se tiene en cuenta la tasa actual de inflación, el Servicio Postal podrá cumplir con su obligación actual ante el gobierno federal por los beneficios de salud de los jubilados al menos durante los próximos diez años.","NoneSense"
"WANLI9234","La crisis seguirá empeorando.","Si el gobierno no actúa, la crisis seguirá empeorando.","NoneSense"
"WANLI9295","Tener un alto nivel de deuda es un problema.","Este ejemplo muestra que si una empresa tiene un alto nivel de deuda, no necesariamente es un problema.","NoneSense"
"WANLI9469","La guerra no ha terminado.","Si la administración Bush hubiera hecho lo correcto, la guerra habría terminado para ahora.","NoneSense"
"WANLI9497","La mejor manera de resolver el problema es deshacerse de todos los coches.","Si piensas que la mejor manera de resolver el problema es deshacerse de todos los coches, estás equivocado.","NoneSense"
"WANLI9868","El consejo municipal tendrá que hacerlo.","Si el concejo municipal no está dispuesto a gastar el dinero, la junta de educación tendrá que hacerlo.","NoneSense"
"WANLI9883","Si tienes que esperar mucho en la fila, no vayas al bar de snacks. Generalmente está lleno de niños ruidosos.","Si tienes que esperar mucho, no vayas al bar de snacks. Normalmente está lleno de niños ruidosos.","NoneSense"
"WANLI10014","Si no lo haces, te arrepentirás.",""Te arrepentirás si no lo haces," dijo el gerente.","NoneSense"
"WANLI10050","La tecnología del mañana es capaz de abordar los problemas de hoy.","Si la tecnología del mañana no es capaz de abordar los problemas de hoy, entonces no es la tecnología del mañana la que es el problema, sino la falta de imaginación de hoy.","NoneSense"
"WANLI10092","El proceso de socialización y aprendizaje que tiene lugar en la familia y en la escuela se interrumpe.","Si el proceso de socialización y aprendizaje que tiene lugar en la familia y en la escuela no se interrumpe, el niño aprenderá a hablar, leer, escribir y hacer aritmética.","NoneSense"
"WANLI10266","El vino se puede convertir en vinagre.","Si el vino es demasiado viejo, se puede convertir en vinagre.","NoneSense"
"WANLI10456","El dólar caerá y el yen subirá.","Si la relación entre el valor del dólar y el valor del yen continúa deteriorándose, el dólar caerá y el yen subirá.","NoneSense"
"WANLI10586","La enmienda entrará en vigor el 1 de enero de 2017.","Si la legislatura del Estado de California adopta la enmienda, la enmienda entrará en vigor el 1 de enero de 2017.","NoneSense"
"WANLI11353","Lo único que nos salvará es si somos capaces de alcanzar el área de entendimiento mutuo.","Estoy convencido de que lo único que nos salvará es si somos capaces de alcanzar el área de entendimiento mutuo.","NoneSense"
"WANLI11481","El distrito escolar no puede emitir bonos.","Si el distrito escolar no es una entidad que tenga el poder de emitir bonos, entonces el distrito escolar no puede emitir bonos.","NoneSense"
"WANLI11808","No está claro que la productividad laboral se ajuste si los costos laborales no se ajustan.","Pero está claro que si los costos laborales no se ajustan, entonces la productividad laboral no se ajustará.","NoneSense"
"WANLI11872","Los buenos no son necesariamente malos.","Si los buenos son tan buenos, ¿por qué son tan malos?","NoneSense"
"WANLI11903","El Sr. Smithers ha visto un fantasma.","¿Qué pasa, Sr. Smithers? Pareces como si hubieras visto un fantasma.","NoneSense"
"WANLI12350","El modelo actual es malo.","Si crees que el modelo actual es bueno, por favor envíanos tus comentarios.","NoneSense"
"WANLI12450","Identificar el consumo excesivo de alcohol en los pacientes no se determina estrictamente por el número de bebidas consumidas en una sola sesión.","Si estamos interesados en identificar a pacientes con consumo excesivo de alcohol, podemos definir el consumo excesivo como 3, 4, 5 o 6 bebidas en una ocasión.","NoneSense"
"WANLI12850","El productor tendrá que pagar el salario mínimo.","Si la demanda del producto es baja, el productor no tendrá que pagar el salario mínimo.","NoneSense"
"WANLI12896","El nuevo contrato entrará en vigor el 1 de enero de 2015.","Si se aprueba la propuesta, el nuevo contrato entrará en vigor el 1 de enero de 2015.","NoneSense"
"WANLI13101","Yo habría sabido cómo hacerlo.","Y si me lo hubieras dicho, habría sabido cómo hacerlo.","NoneSense"
"WANLI13125","Si no eres demasiado perfeccionista, podrás hacer un buen producto.","Si eres demasiado perfeccionista, nunca podrás hacer un buen producto.","NoneSense"
"WANLI13250","El sector financiero no es importante.","Si el sector financiero es tan importante, ¿por qué están fallando tantos bancos?","NoneSense"
"WANLI13288","El siguiente paso apropiado es contactar el programa de Admisión para obtener una referencia al programa de Admisión II.","Si el caso está siendo manejado por el personal de los programas de Intake e Intake II, el siguiente paso apropiado es contactar al programa de Intake II para obtener una referencia al programa de Intake.","NoneSense"
"WANLI13609","Los soldados ya están muertos.","En la película, los soldados son mostrados tal como son, como si ya estuvieran muertos.","NoneSense"
"WANLI13877","Tengo que encontrar un trabajo.","Si no encuentro un trabajo, tendré que volver a la escuela.","NoneSense"
"WANLI13969","Dijo que iría conmigo a un concierto en el Albert Hall.","Me preguntó si iría con él a un concierto en el Albert Hall.","NoneSense"
"WANLI14527","Aún no lo he leído.","Si no lo he mencionado aún, no lo he leído.","NoneSense"
"WANLI15211","Si la tasa de interés actual se mantiene igual, el precio del mercado de valores del tesoro se mantiene igual.","Cuando la tasa de interés de los valores del Tesoro de igual vencimiento aumenta, el precio de mercado de un valor del Tesoro cae.","NoneSense"
"WANLI15279","Las organizaciones sin fines de lucro no tienen el poder de cambiar el mundo.","La razón por la que el sector sin fines de lucro es tan importante es que tiene la capacidad de cambiar el mundo, incluso si no tiene el poder para hacerlo.","NoneSense"
"WANLI15380","Lo habría hecho, si estuviera en una posición para ayudar.","No puedo evitar pensar que si estuvieras en posición de ayudar, lo habrías hecho.","NoneSense"
"WANLI15478","La máquina no era el jefe del trabajador.","Si el trabajo del trabajador era operar la máquina, la máquina era el jefe del trabajador.","NoneSense"
"WANLI15616","Estás seguro.","Iremos si estás seguro.","NoneSense"
"WANLI15748","Esto tendrá que ser reevaluado.","Si esto sucede, tendremos que reconsiderar nuestras políticas actuales.","NoneSense"
"WANLI15932","Creo que eres muy inteligente.","Si piensas que soy tan inteligente, ¿por qué no vas y hablas con la policía?","NoneSense"
"WANLI16150","Él habría respondido de todos modos.","Si no hubiera preguntado, él no habría respondido.","NoneSense"
"WANLI16409","No pueden permitirse ir al cine.","Si no pueden permitirse comprar un coche, no pueden permitirse ir al cine.","NoneSense"
"WANLI16463","Si tienes que tener una discusión, tenla con tu novia.","Si tienes que tener una discusión, tenla conmigo.","NoneSense"
"WANLI16523","Si tenemos un par de opuestos, siempre podemos obtener una falsa dicotomía.","En otras palabras, si tenemos un par de opuestos, siempre podemos obtener una contradicción.","NoneSense"
"WANLI16564","La empresa será cerrada.","Si no lo haces, la empresa se verá obligada a cerrar.","NoneSense"
"WANLI16712","El país no tiene interés en el problema, porque los medios han decidido ignorarlo.","No es que el país no tenga interés en el problema.","NoneSense"
"WANLI16928","El niño no es ilegítimo.","Por ejemplo, en algunos estados, si una pareja tiene un hijo antes de casarse, el hijo se considera ilegítimo.","NoneSense"
"WANLI17199","Si se aprueba la nueva legislación, se creará un Ministerio de Asuntos de la Mujer.","Si se aprueba la nueva legislación, será posible crear un Ministerio de Asuntos de la Mujer separado.","NoneSense"
"WANLI17289","El ejército ha sido reducido considerablemente en tamaño.","Si el establecimiento militar tiene que actuar de esta manera, es porque solo es una sombra del gran ejército que alguna vez fue el orgullo de la nación.","NoneSense"
"WANLI17458","Si no haces las reparaciones, serás responsable del costo total de las reparaciones.","Si no lo haces, serás responsable del costo total de las reparaciones.","NoneSense"
"WANLI17463","Si tienes una queja, escribe al presidente.","Si tiene una queja, escriba al Director General de Correos.","NoneSense"
"WANLI17582","Sabía que me lo dirías.","Si lo hubiera sabido, te lo habría dicho.","NoneSense"
"WANLI17635","El plato especial del día del chef es un buen lugar para cenar.","Si tienes ganas de escuchar 'música de bistró', te recomendaría el plato especial del día del chef.","NoneSense"
"ANLI1632","Brook probó la comida tailandesa por primera vez.","Brook prueba comida tailandesa<br>Brook quiere probar un nuevo tipo de comida. Escucha que hay un restaurante de comida tailandesa abierto en su vecindario. Brooke lo prueba. Es picante pero bueno. Brooke está feliz de haber probado comida nueva.","NoneSense"
"ANLI1959","P60 es la carta de un miembro de la junta escolar al editor en la que relata lo que sucede en el caso.","Está bien. Se admite sujeto a la objeción de los demandados. P60 es la carta del miembro de la Junta Escolar Geesey al editor nuevamente. Creo que anoté que fue admitida. A pesar de la objeción ya presentada por los demandados, lo reafirmaremos, pero puedes hacer cualquier otra objeción que desees dejar constancia, aunque creo que eso se argumentó a fondo en ese momento.","NoneSense"
"ANLI1994","Las bibliotecas escolares tienen anuarios.","Cómo encontrar anuarios<br>Contacta con el centro de medios de la escuela. El centro de medios de la escuela secundaria suele ser el encargado de conservar copias de anuarios anteriores. Busca un número de contacto para el centro de medios en la página web de la escuela o llama a la recepción de la escuela y pide que te conecten con el departamento de medios.","NoneSense"
"ANLI2325","Esta historia fue reportada por un hombre.","WASHINGTON, 26 de septiembre Las personas que buscan un seguro de salud bajo Obamacare a través de nuevos mercados federales podrán inscribirse en línea como estaba previsto a partir del 1 de octubre, a pesar de un retraso de un mes para las pequeñas empresas, dijo la administración de Obama el jueves. "El mercado individual aún abrirá a tiempo el 1 de octubre con inscripción en línea completa", dijo la portavoz del Departamento de Salud y Servicios Humanos de EE. UU., Joanne Peters, en un comunicado. (Reportaje de David Morgan; Edición de Lisa Von Ahn)","NoneSense"
"ANLI2937","La guía no aconseja a las personas preparar café a media tarde.","Cómo encontrar tiempo para el café por la mañana<br>Cada noche prepara tu café. Coloca un filtro y la cantidad de café molido que necesitas en la cafetera. Vierte también la cantidad de agua que necesitarás.","NoneSense"
"ANLI3433","No me llevaba bien con Jason.","1999<br>En 1999, conocí a Jason a través de un foro de chat en línea. Nos llevamos bien, pero realmente solo quería una escapatoria. Cuando vino a recogerme, fui con él sin haberlo visto antes. Me mudé a Oklahoma con él. Terminamos casándonos innecesariamente.","NoneSense"
"ANLI3994","Se estaban refiriendo a un violín.",""Ellos pensarán que es espléndido," dijo Amy, muy impresionada por la nota. "Inténtalo, cariño. Escuchemos el sonido del pequeño piano," dijo Hannah, quien siempre compartía las alegrías y tristezas de la familia. Así que Beth lo intentó, y todos lo proclamaron el piano más notable que jamás habían escuchado.","NoneSense"
"ANLI4271","Algunas sustancias deben ser retiradas del mercado debido a su impacto ambiental.","Aparte de las nuevas sustancias que entran en el mercado, la eliminación de las existentes, que han sido definitivamente identificadas como dañinas para la capa de ozono, está lejos de estar completa.","NoneSense"
"ANLI4670","La comisión está considerando una propuesta sobre energía eólica.","La orden de la comisión sobre el desarrollo hidroeléctrico propuesto describirá las recomendaciones del Consejo de Ubicación de Instalaciones Energéticas sobre la necesidad de la energía.","NoneSense"
"ANLI4818","El hombre desprecia a Alemania.","Alemania<br>El hombre fue a Alemania. No quería parecer un turista. Fue a una tienda de ropa tradicional. Se puso un atuendo que compró. Aún parecía un turista.","NoneSense"
"ANLI4956","Se necesitará agua.","Cómo hacer taro en crema de coco y miel<br>Con un pelador, pela la cubierta exterior de cuatro tubérculos individuales de taro. Lava el taro para eliminar todos los rastros de tierra. Corta el taro pelado y lavado por la mitad.","NoneSense"
"ANLI4958","Mark Cavendish se retiró del Tour de Francia.","Copyright de la imagen Reuters Mark Cavendish de Gran Bretaña se retiró del Tour de Francia tras romperse el hombro derecho en una caída. El hombre de 32 años de la Isla de Man colisionó con el campeón del mundo Peter Sagan antes de chocar contra las barreras en un final de sprint. Cavendish, que está a solo cinco victorias de etapa de un récord del Tour por la mayor cantidad de victorias, dijo que estaba "masivamente decepcionado". El médico de la carrera dice que Mark, quien ganó una medalla de plata en los Juegos Olímpicos de Río 2016, necesita descanso pero no requerirá una operación. Peter Sagan ha sido descalificado de la carrera por conducción peligrosa.","NoneSense"
"ANLI5001","Después de que indiques por qué crees que ella es una buena fuente para tu historia, espera hasta después de la entrevista para chantajearla.","Cómo realizar una entrevista por correo electrónico<br>Obtén la aprobación del sujeto antes de redactar las preguntas y enviar el correo de la entrevista. Llama o envía un correo electrónico explicando quién eres, de qué trata la historia que estás escribiendo y los tipos de información que esperas obtener de las respuestas. Indica por qué crees que ella es una buena fuente para tu historia.","NoneSense"
"ANLI5283","Los realistas solo visten de amarillo.","ROJO VERSUS AMARILLO En términos generales, la crisis de Tailandia es una batalla entre las "camisas amarillas" -- realistas, el ejército y tailandeses urbanos, que apoyan al primer ministro Abhisit Vejjajiva -- y las "camisas rojas" -- partidarios del ex primer ministro Thaksin Shinawatra, cuya base de poder se derivaba principalmente de los millones de pobres rurales del país. Las élites burocráticas y militares han gobernado Tailandia durante décadas, con los pobres excluidos excepto durante las elecciones, cuando los partidos en competencia intentaban comprar sus votos. Cuando Thaksin llegó al poder en 2000, prometiendo una serie de políticas dirigidas a los pobres, las cosas cambiaron.","NoneSense"
"ANLI5966","piensa en un buen recuerdo que puede ser útil para escribir una carta","Cómo escribir una carta a tu mejor amigo<br>Toma notas. Puede ser aterrador sentarse frente a una página en blanco e intentar escribir una carta larga y significativa. Aunque conoces bien a tu mejor amigo, aún puede ser difícil pensar en qué escribir.","NoneSense"
"ANLI6959","la flecha derecha mostró el camino correcto","Flecha<br>Ethan no sabía qué señal seguir. Una señal tenía una flecha hacia la izquierda. Otra señal tenía la flecha hacia la derecha. Decidió ir a la derecha. Lo llevó a donde quería ir.","NoneSense"
"ANLI8003","Algunas frutas son mejor evitarlas.","Cómo perder peso después de los 40<br>Disfruta de una colorida variedad de frutas y verduras. Cada persona necesita al menos 1-1.5 tazas (240-260 ml) de fruta y 2.5-3 tazas (605-680 ml) de verduras cada día. Comer frutas y verduras enteras, incluyendo frambuesas, col rizada, calabaza, arándanos, piña o pimientos, puede ayudarte a alcanzar tus requerimientos diarios.","NoneSense"
"ANLI8160","Tie Dye cumplirá dieciocho años en su próximo cumpleaños.","Tie Dye<br>Su nombre es Tyler, pero prefiere que lo llamen por su apodo, Tie Dye. Es un chico de dieciséis años que forma parte del grupo juvenil que dirijo. Como la mayoría de los adolescentes, Tie Dye es todo un desafío para liderar. Su vida en casa es inestable y su temperamento siempre lo refleja. Es un gran chico, pero necesita madurar rápidamente.","NoneSense"
"ANLI9718","El nuevo estudiante necesitaba que le mostraran el lugar.","Una chica llamada Reagan<br>Se le pidió a Tim que mostrara a la nueva estudiante. Debía esperar en la oficina de la escuela a una estudiante llamada Reagan. Mientras esperaba a que llegara la estudiante, se preguntaba cómo sería. Tim asumió que la persona sería alta como él y un chico. Cuando finalmente llegó la persona, era una niña baja vestida completamente de azul.","NoneSense"
"ANLI9871","Los europeos son mantenedores de la paz en Bosnia.","Ahora, hay más trabajo por hacer. Sin embargo, queda por ver si habrá un acuerdo político en Kosovo, y ciertamente espero que lo haya. También he dicho en algún momento que espero que nuestros amigos europeos se conviertan en los pacificadores en Bosnia y en los Balcanes.","NoneSense"
"ANLI9992","El caballo necesita ser un caballo manso.","Cómo mantener el equilibrio en un caballo al galope<br>Montar el caballo a paso o trote durante al menos diez minutos. Antes de permitir que el caballo comience a galopar, necesitas calentarlo. Esto permitirá que el caballo estire su cuerpo en preparación para el movimiento rápido.","NoneSense"
"ANLI10231","El proceso se puede utilizar para copiar DVDs.","Cómo extraer contenido de CDs protegidos sin usar el software incluido<br>Necesitas desactivar la autorun. Haz esto ejecutando regedit.exe (presiona inicio, ejecutar, escribe regedit, presiona enter). En el editor del registro, navega a hkey_local_machine\system\currentcontrolset\services\cdrom.","NoneSense"
"ANLI10234","El inspector lo certificó pero estaba al tanto de los problemas.","Según el capitán, el ferry de 1999 fue inspeccionado por el Ministerio de Transporte el 9 de diciembre y se certificó que estaba en buenas condiciones. "Parece que debido a las condiciones climáticas la posibilidad es poca, pero aún tenemos esperanza", declaró Djamal. Con 17 miembros de la tripulación y transportando 200 toneladas de carga, el desafortunado ferry PT Nur Budi, de propiedad y operación privada, se hundió tan rápido que la tripulación "no tuvo oportunidad de pedir a los pasajeros que se pusieran chalecos salvavidas."","NoneSense"
"ANLI10962","Suzy necesitaba un corte.","Cita perdida<br>Suzy hizo una cita para hacerse el cabello. Prometió que estaría allí. Pero al día siguiente se despertó tarde. Por lo tanto, no pudo asistir. La perdió, pero aún así le cobraron.","NoneSense"
"ANLI11158","Era un juguete usado.","Casa de Barbie para Meredith<br>Meredith quería una casa de muñecas Barbie para Navidad. Sus padres le dijeron que no esperara una. Ella esperaba que Santa le trajera una de todos modos. En la mañana de Navidad, bajó corriendo las escaleras. ¡Su propia casa de Barbie estaba debajo del árbol!","NoneSense"
"ANLI11445","Las armas son caras y la policía necesita que se les redirija el dinero.","Estos 109 peticionarios de mi distrito y de fuera de mi distrito piden que el dinero actualmente destinado a la creación e implementación del sistema de registro de armas se redirija hacia métodos más rentables de combatir el crimen en este país, incluyendo más policías en las calles, programas de prevención del crimen, programas de prevención del suicidio, centros de crisis para mujeres, campañas contra el contrabando y más recursos para combatir el crimen organizado y las pandillas callejeras.","NoneSense"
"ANLI11589","Maya odiaba su escuela.","La Reportera<br>A Maya le gustaba escribir para el periódico de la escuela. Disfrutaba informar sobre las actividades diarias de la escuela. Maya quería ser reportera algún día. Fue invitada a hacer prácticas en una estación de noticias local. Maya se convirtió en una reportera de noticias muy conocida.","NoneSense"
"ANLI11962","La última declaración en este contexto es un comentario sarcástico.","La sección de Peanuts<br>Mi licencia expiró hace unos días, así que tuve que ir al DMV. Esperé en la fila lo que pareció una eternidad. Cuando le dije a la mujer que necesitaba renovar mi licencia, me miró de una manera. Luego chasqueó la lengua y dijo que el peso necesitaba ser actualizado. Gracias por el impulso de confianza, señora del DMV.","NoneSense"
"ANLI12124","Randy solo bebe el 11% de las bebidas que compra.","Randy se emborracha<br>Randy quiere divertirse. Compra unas cervezas. Se las bebe todas. Se emborracha. Randy se desmaya por toda la bebida.","NoneSense"
"ANLI12225","Asegúrate de lavarte las manos primero con un jabón antibacterial y enjuagarlas bien con mucha agua.","Cómo limpiar las papas<br>Comienza con las manos limpias. Asegúrate de lavarte las manos primero usando un jabón antibacterial y enjuagarlas bien. No quieres transferir ninguna bacteria a tus papas limpias.","NoneSense"
"ANLI12487","Hellgate fue lanzado en América antes que en Tailandia.","Hellgate (titulada originalmente Sombras) es un thriller sobrenatural estadounidense-tailandés de 2011 dirigido y escrito por John Penney, protagonizado por William Hurt y Cary Elwes. Elwes interpreta al único sobreviviente de un accidente automovilístico que, al ver fantasmas, busca ayuda de un gurú espiritual (Hurt).","NoneSense"
"ANLI12712","Su oficina ha actuado como supervisora de los diversos códigos de privacidad durante muchos años.","Espero con interés nuestro estudio del Proyecto de Ley C-54 y la comparecencia ante el Comité Permanente del Senado sobre Banca, Comercio y Comercio del Comisionado de Privacidad, quien durante muchos años ha abogado para que su oficina actúe como supervisor de la aplicación de los diversos códigos de privacidad desarrollados por instituciones financieras y otras.","NoneSense"
"ANLI12951","Sarah no compró jugo de repollo.","Estafa<br>Sarah estaba en el mercado. Y quería comprar jugo de repollo. Y vio una botella de 16 onzas por $6. Sabía que solo era repollo y agua. Así que decidió comprar su propio extractor de jugo en su lugar.","NoneSense"
"ANLI13160","Dire Straits nunca quiso ser popular en los Estados Unidos.",""Sultans of Swing" es una canción de la banda británica de rock Dire Straits de su álbum debut homónimo, que fue escrita y compuesta por el vocalista de la banda, Mark Knopfler. Aunque fue lanzada por primera vez en 1978, fue su re-lanzamiento en 1979 lo que la convirtió en un éxito tanto en el Reino Unido como en Estados Unidos.","NoneSense"
"ANLI13506","Las personas saludables nunca se enferman.","Algunas de las personas sanas, jóvenes saludables dicen que nunca se enfermarán, por lo tanto, no necesitan atención médica en este momento. Para esos, lo que creo que necesitamos hacer es desarrollar un vehículo de inversión que sirva como incentivo para que inviertan, como cuentas de ahorro médico con capacidad de transferencia.","NoneSense"
"ANLI13911","Ethan visitó al vecino de América.","Comida Mexicana<br>Ethan amó su viaje a México. Probó mucha comida. Regresó a casa y quería más. Buscó esos restaurantes. Comió en uno que le gustó.","NoneSense"
"ANLI13946","Las medidas presupuestarias incluyen préstamos que se pagan.","Las medidas presupuestarias incluyen alivio fiscal para los intereses de todos los préstamos estudiantiles, alivio de intereses para más graduados, períodos de reembolso extendidos para aquellos que los necesiten, períodos de alivio de intereses extendidos para quienes continúan en dificultades financieras y reducciones en el capital del préstamo para aquellos que aún enfrentan dificultades financieras.","NoneSense"
"ANLI14119","Tim necesita bandejas nuevas.","Pobres bandejas<br>Tim estaba tratando de hacer hielo. Tenía que hacerlo a la antigua usanza con bandejas. Las bandejas de Tim eran viejas y se estaban desmoronando. Tenía pedazos de plástico roto por todas partes. Finalmente, Tim decidió invertir en bandejas nuevas.","NoneSense"
"ANLI14187","Tim terminó dejando a su prometida antes de la boda debido a la despedida de soltero.","Despedida de soltero<br>Tim se iba a casar. Sus amigos querían organizarle una despedida de soltero. Su prometida estaba completamente en contra. Tim lo hizo a sus espaldas de todos modos. Su prometida lo dejó antes de la boda.","NoneSense"
"ANLI14417","Las leyes de armas son cruciales, pero no son amor hacia los niños.","Las leyes de armas son importantes, no hay duda al respecto, pero también lo es amar a los niños, las clases de educación en valores y los programas basados en la fe como parte de las actividades extracurriculares. Algún niño desesperado necesita que alguien le ponga el brazo alrededor y le diga: te amamos.","NoneSense"
"ANLI14460","El Comisionado de Privacidad ha sido un defensor de la supervisión.","Espero con interés nuestro estudio del Proyecto de Ley C-54 y la comparecencia ante el Comité Permanente del Senado sobre Banca, Comercio y Comercio del Comisionado de Privacidad, quien durante muchos años ha abogado para que su oficina actúe como supervisora de la aplicación de los diversos códigos de privacidad desarrollados por instituciones financieras y otras.","NoneSense"
"ANLI14880","Steven ha nadado durante mucho tiempo.","Natación<br>Cuando Steven tenía 7 años, quería aprender a nadar. Tomó clases una vez a la semana durante unos meses. Se dio cuenta de que le encantaba nadar, así que se unió a un equipo de natación. Mejoró constantemente sus habilidades a lo largo de los años. La próxima semana, nada por Estados Unidos en los Juegos Olímpicos.","NoneSense"
"ANLI14973","El Consejo Legislativo de Tasmania quiere mudarse de Hobart.","El Consejo Legislativo de Tasmania es la cámara alta del Parlamento de Tasmania en Australia. Es una de las dos cámaras del Parlamento, siendo la otra la Cámara de la Asamblea. Ambas cámaras se reúnen en la Casa del Parlamento en la capital del estado, Hobart. Los miembros del Consejo Legislativo suelen ser llamados MLCs.","NoneSense"
"ANLI14976","Apoyan el tratado de la alianza del norte.","Eso es lo que se supone que debe hacer. Y cuando se extiende demasiado, la moral disminuye. Creo firmemente que necesitamos tener una presencia militar en la península, no solo para mantener la paz en la península, sino para mantener la estabilidad regional. Y creo firmemente que necesitamos mantener una presencia en la OTAN, pero seré prudente en cómo usar la fuerza militar.","NoneSense"
"ANLI15800","Alimentar a cachorros recién nacidos requiere muchos suministros.","Cómo alimentar a cachorros huérfanos recién nacidos<br>Compra los suministros necesarios. Para alimentar a un cachorro recién nacido necesitarás un biberón hecho especialmente para alimentar a cachorros recién nacidos y una fórmula de reemplazo de leche. El biberón y la fórmula se pueden comprar en la mayoría de las grandes tiendas de suministros para mascotas o en línea.","NoneSense"
"ANLI15909","El parasailing fue un sueño hecho realidad para Lucy.","¡Volando!<br>Lucy soñaba con volar sobre el océano. Tomó un avión, pero no pudo sentir el viento y se sintió decepcionada. Decidió ir a la playa y probar el parasailing. A quinientos pies sobre el océano, sintió el viento. Estaba muy feliz y extendió los brazos muy abiertos.","NoneSense"
"ANLI15954","El Tío Sam llamó a su primer álbum "Tío Sammy".",""Yo Nunca Quiero Volverte a Ver" es una canción interpretada por el cantante estadounidense de R&B contemporáneo Uncle Sam. Es la pista de cierre de su álbum debut homónimo y fue lanzada como el sencillo principal del álbum. La canción fue escrita y producida por Nathan Morris, miembro de Boyz II Men. Lanzada en 1997, fue el único éxito de Sam en la lista "Billboard" Hot 100, alcanzando el puesto #6 en 1998.","NoneSense"
"ANLI16120","El demandante se opone a que los comentarios del juez queden registrados.","Está bien. Y lo anoto, y por eso quería hacer esto de manera oficial. Y entiendo que usted se opone a eso, y entiendo que los demandados han presentado no solo esta objeción, sino que también han argumentado en contra de ello. Y en la medida en que esto realmente aclare y reafirme lo que tengo en mis órdenes anteriores, creo que han preservado su posición en relación con eso, y entiendo esa posición.","NoneSense"
"ANLI16146","Reba perdió su reloj a manos de un asaltante.","Reba es asaltada<br>Reba está caminando por la calle. La asaltan. Le quitan su bolso y su reloj. Ella intenta correr tras ellos. No puede alcanzarlos y se escapan.","NoneSense"
"ANLI16304","Pon una sartén en la estufa.","Cómo hacer caramelo fácil<br>Mide los ingredientes antes de comenzar a cocinar. El tiempo es muy importante al hacer caramelo, ya que puede quemarse fácilmente, y no querrás tener que buscar una taza medidora en tu cocina mientras tu azúcar hierve. Coloca una cacerola de fondo grueso en la estufa.","NoneSense"
"ANLI16366","Ha dirigido películas como "Hank y la búsqueda de la felicidad", "Serendipia" y "¿Bailamos?".","Peter Chelsom (nacido el 20 de abril de 1956) es un director de cine, guionista y actor británico. Ha dirigido películas como "Hector y el secreto de la felicidad", "Serendipia" y "¿Bailamos?". Peter Chelsom es miembro de la Academia Británica, la Academia Americana, el Gremio de Directores de América y el Gremio de Escritores de América.","NoneSense"
"ANLI16394","La solución no se basa en una lucha activa contra la mafia de drogas colombiana.","La política de EE. UU. sobre el tráfico de drogas no es coherente con la necesidad de poner fin y reprimir activamente el consumo de drogas. La solución no se basa en la destrucción de una planta nativa, la coca, en el continente, sino en una lucha activa contra la mafia de drogas colombiana, que ha creado un gran imperio de dinero y crimen en Colombia con poderosas ramificaciones fuera de sus fronteras.","NoneSense"
"ANLI16407","Se necesita una silla muy grande para hacer un batido de sandía usando un taladro.","Cómo hacer un batido de sandía usando un taladro<br>Coloca tu sandía en una mesa grande. Usando el cuchillo, haz un agujero en el medio de la sandía. Retira cualquier parte del colgador para quedarte solo con el alambre.","NoneSense"
"ANLI16434","Josh extraña su hogar.","Sándwich de Queso a la Parrilla<br>Josh estaba nostálgico. Todo lo que quería era el sándwich de queso a la parrilla de su mamá. Finalmente decidió intentar hacerlo él mismo. Compró todos los ingredientes y dio lo mejor de sí. El resultado fue un sándwich de queso a la parrilla perfecto, igual al de su mamá.","NoneSense"
